videoId	frameIndex	PDExtractorID	OFExtractorID	numBoxes	numChildRoIs	numParentRoIs	inferenceFrameSize	inferenceDevice	enqueueTime	fullInferenceStartTime	fullInferenceEndTime	pixelDiffRoIProcessStartTime	pixelDiffRoIProcessEndTime	opticalFlowRoIProcessStartTime	opticalFlowRoIProcessEndTime	resizeStartTime	resizeEndTime	mergeRoIStartTime	mergeRoIEndTime	mixingStartTime	mixingEndTime	mixedInferenceStartTime	mixedInferenceEndTime	reconstructStartTime	reconstructEndTime	endTime
0	1122	0	1	36	37	25	832	0	5249977	0	0	5252010	5255276	47597216	47603782	47603923	47604055	47604055	47604469	51316904	51324889	53824182	55019321	55078508	55080494	55084308
0	1123	0	1	38	39	24	832	0	5281170	0	0	5283418	5285566	47606657	47612758	47612900	47613008	47613008	47613446	51316904	51324889	53824182	55019321	55078508	55080494	55084318
0	1124	0	1	32	39	24	832	0	5312472	51330243	52527113	5313748	5316739	47615177	47621220	47621357	47621476	47621476	47621874	51316904	51324889	0	0	0	0	55084328
0	1125	0	1	33	31	24	832	0	5331282	0	0	5333122	5352350	52561606	52571449	52571565	52571693	52571693	52572037	55091047	55102235	58852184	60048821	60142392	60161383	60175998
0	1126	1	0	34	31	24	832	0	5350275	0	0	5353095	5354975	52574436	52580075	52580200	52580318	52580318	52580602	55091047	55102235	58852184	60048821	60142392	60161383	60176019
0	1127	1	0	33	31	24	832	0	5369659	0	0	5370767	5373130	52583218	52587057	52587166	52587273	52587273	52587552	55091047	55102235	58852184	60048821	60142392	60161383	60176040
0	1128	1	0	31	31	24	832	0	5396890	0	0	5398104	5400230	52589853	52593509	52593597	52593701	52593701	52593979	55091047	55102235	58852184	60048821	60142392	60161383	60176061
0	1129	0	0	33	31	25	832	0	5447179	0	0	5448759	5453904	52596300	52599775	52599865	52599970	52599970	52600216	55091047	55102235	58852184	60048821	60142392	60161383	60176081
0	1130	1	0	32	37	21	832	0	5478237	0	0	5482626	5487016	52602665	52606676	52606813	52606920	52606920	52607398	55091047	55102235	58852184	60048821	60142392	60161383	60176105
0	1131	1	0	37	37	21	832	0	5507755	0	0	5509001	5511405	52609307	52616476	52616613	52616735	52616735	52617139	55091047	55102235	58852184	60048821	60142392	60161383	60176130
0	1132	1	0	33	37	21	832	0	5523929	0	0	5524970	5527042	52618806	52624770	52624892	52625001	52625001	52625406	55091047	55102235	58852184	60048821	60142392	60161383	60176154
0	1133	0	0	34	37	21	832	0	5583666	0	0	5585027	5587100	52627073	52633014	52633136	52633247	52633247	52633653	55091047	55102235	58852184	60048821	60142392	60161383	60176177
0	1134	0	0	38	38	22	832	0	5604205	0	0	5607106	5616105	52635329	52641439	52641559	52641670	52641670	52642118	55091047	55102235	58852184	60048821	60142392	60161383	60176201
0	1135	0	0	40	39	22	832	0	5626303	0	0	5628254	5630793	52643869	52650412	52650541	52650660	52650661	52651120	55091047	55102235	58852184	60048821	60142392	60161383	60176226
0	1136	0	0	35	39	22	832	0	5660594	55108289	56308227	5661773	5663742	52652840	52660187	52660317	52660443	52660443	52660905	55091047	55102235	0	0	0	0	60176251
0	1137	1	1	39	38	29	832	0	5676828	0	0	5678251	5680416	56340420	56351728	56351878	56352016	56352016	56352440	60193310	60210380	64001993	65203397	65234162	65234686	65241742
0	1138	1	0	37	38	29	832	0	5725827	0	0	5727357	5729776	56355448	56364038	56364230	56364392	56364393	56364832	60193310	60210380	64001993	65203397	65234162	65234686	65241754
0	1139	1	0	39	38	29	832	0	5741494	0	0	5742584	5749944	56367798	56372815	56372977	56373109	56373109	56373533	60193310	60210380	64001993	65203397	65234162	65234686	65241767
0	1140	1	0	45	40	31	832	0	5779061	0	0	5781270	5785438	56376571	56381620	56381780	56381910	56381911	56382436	60193310	60210380	64001993	65203397	65234162	65234686	65241779
0	1141	0	0	43	41	31	832	0	5797324	0	0	5799012	5804112	56385536	56392490	56392620	56392746	56392747	56393175	60193310	60210380	64001993	65203397	65234162	65234686	65241791
0	1142	0	0	43	42	31	832	0	5836068	0	0	5837395	5841144	56395832	56401461	56401585	56401711	56401711	56402139	60193310	60210380	64001993	65203397	65234162	65234686	65241804
0	1143	0	0	45	42	31	832	0	5861401	0	0	5862718	5864811	56404799	56410882	56411019	56411149	56411149	56411577	60193310	60210380	64001993	65203397	65234162	65234686	65241817
0	1144	1	0	42	42	32	832	0	5880733	0	0	5883799	5886254	56414214	56420315	56420460	56420583	56420583	56420975	60193310	60210380	64001993	65203397	65234162	65234686	65241829
0	1145	1	0	44	42	31	832	0	5904392	0	0	5905476	5907980	56423797	56430412	56430555	56430680	56430680	56431089	60193310	60210380	64001993	65203397	65234162	65234686	65241841
0	1146	1	0	37	42	31	832	0	5930517	60216806	61415113	5931859	5934547	56433757	56440763	56440889	56441012	56441012	56441426	60193310	60210380	0	0	0	0	65241854
